id,score,essay_id,metric_id
920,12.00,103,31
921,10.00,103,28
922,0.00,103,34
923,5.08,103,19
924,76.01,103,1
925,75.37,103,2
926,22.75,103,3
927,1.64,103,4
928,99.56,103,5
929,3.80,103,6
930,77.56,103,7
931,87.28,103,8
932,68.67,103,9
933,3.90,104,27
934,24.22,104,21
935,28.03,104,24
936,157.00,104,39
937,10.00,104,33
938,7.00,104,30
939,0.00,104,36
940,41.48,104,40
941,90.81,104,13
942,16.02,104,10
943,88.38,104,11
944,74.56,104,12
945,86.10,104,14
946,91.22,104,15
947,83.69,104,16
948,64.99,104,17
949,3.95,104,18
950,4.92,105,27
951,16.42,105,21
952,83.45,105,24
953,124.00,105,39
954,11.00,105,33
955,10.00,105,30
956,0.00,105,36
957,21.57,105,40
958,31.11,105,13
959,76.46,105,10
960,78.88,105,11
961,63.60,105,12
962,97.55,105,14
963,97.67,105,15
964,89.62,105,16
965,74.07,105,17
966,63.67,105,18
967,3.35,106,27
968,17.18,106,21
969,27.71,106,24
970,147.00,106,39
971,15.00,106,33
972,6.00,106,30
973,0.00,106,36
974,51.53,106,40
975,93.84,106,13
976,47.97,106,10
977,48.28,106,11
978,66.73,106,12
979,55.96,106,14
980,89.92,106,15
981,61.32,106,16
982,87.26,106,17
983,61.81,106,18
984,4.13,107,27
985,87.61,107,21
986,49.46,107,24
987,171.00,107,39
988,12.00,107,33
989,2.00,107,30
990,0.00,107,36
991,87.67,107,40
992,7.63,107,13
993,25.38,107,10
994,92.13,107,11
995,91.90,107,12
996,11.80,107,14
997,86.89,107,15
998,37.98,107,16
999,51.18,107,17
1000,75.81,107,18
1001,1.77,108,27
1002,90.54,108,21
1003,70.83,108,24
1004,130.00,108,39
1005,13.00,108,33
1006,5.00,108,30
1007,0.00,108,36
1008,46.39,108,40
1009,39.75,108,13
1010,58.13,108,10
1011,69.83,108,11
1012,76.12,108,12
1013,65.39,108,14
1014,96.61,108,15
1015,22.90,108,16
1016,53.79,108,17
1017,22.28,108,18
1018,2.98,109,27
1019,23.13,109,21
1020,78.89,109,24
1021,69.00,109,39
1022,6.00,109,33
1023,7.00,109,30
1024,0.00,109,36
1025,32.69,109,40
1026,98.88,109,13
1027,66.03,109,10
1028,2.37,109,11
1029,24.53,109,12
1030,50.38,109,14
1031,31.27,109,15
1032,66.03,109,16
1033,81.92,109,17
1034,32.27,109,18
1035,26.13,110,20
1036,123.00,110,38
1037,14.00,110,32
1038,10.00,110,29
1039,0.00,110,35
1040,56.93,110,23
1041,4.32,110,41
1042,2.62,110,42
1043,56.35,111,20
1044,216.00,111,38
1045,17.00,111,32
1046,1.00,111,29
1047,0.00,111,35
1048,13.43,111,23
1049,4.73,111,41
1050,2.40,111,42
1051,44.71,112,20
1052,165.00,112,38
1053,13.00,112,32
1054,9.00,112,29
1055,0.00,112,35
1056,57.94,112,23
1057,2.68,112,41
1058,1.20,112,42
1059,5.82,113,25
1060,5.49,113,22
1061,154.00,113,37
1062,20.00,113,31
1063,9.00,113,28
1064,0.00,113,34
1065,6.76,113,19
1066,69.81,113,1
1067,21.57,113,2
1068,91.60,113,3
1069,85.98,113,4
1070,89.25,113,5
1071,44.39,113,6
1072,34.72,113,7
1073,26.11,113,8
1074,40.82,113,9
1075,234.00,114,38
1076,4.00,114,29
1077,0.00,114,35
1078,5.79,115,25
1079,215.00,115,37
1080,5.00,115,28
1081,7.16,115,1
1082,76.96,115,2
1083,1.19,116,27
1084,98.84,116,21
1085,29.87,116,24
1086,205.00,116,39
1087,7.00,116,33
1088,9.00,116,30
1089,0.00,116,36
1090,72.22,116,40
1091,70.24,116,13
1092,65.25,116,10
1093,67.41,116,11
1094,85.77,116,12
1095,72.84,116,14
1096,17.52,116,15
1097,83.38,116,16
1098,2.27,116,17
1099,29.71,116,18
1100,4.34,121,25
1101,5.15,121,22
1102,241.00,121,37
1103,18.00,121,31
1104,2.00,121,28
1105,0.00,121,34
1106,5.55,121,19
1107,25.82,122,1
1108,59.09,122,2
1109,8.28,122,3
1110,96.76,122,4
1111,54.91,122,5
1112,24.34,122,6
1113,97.61,122,7
1114,51.11,122,8
1115,50.60,122,9
1116,26.20,122,10
1117,25.21,122,11
1118,29.15,122,12
1119,6.18,122,13
1120,24.72,122,14
1121,56.77,122,15
1122,62.32,122,16
1123,80.15,122,17
1124,84.94,122,18
1125,5.00,122,19
1126,8.35,122,20
1127,46.11,122,21
1128,6.98,122,22
1129,68.02,122,23
1130,57.47,122,24
1131,1.04,122,25
1132,1.47,122,27
1133,5.00,122,28
1134,8.00,122,29
1135,3.00,122,30
1136,15.00,122,31
1137,18.00,122,32
1138,4.00,122,33
1139,0.00,122,34
1140,0.00,122,35
1141,0.00,122,36
1142,157.00,122,37
1143,215.00,122,38
1144,189.00,122,39
1145,63.22,122,40
1146,3.95,122,41
1147,3.71,122,42
1148,85.59,123,1
1149,47.63,123,2
1150,46.34,123,3
1151,2.49,123,4
1152,20.22,123,5
1153,96.32,123,6
1154,86.81,123,7
1155,25.17,123,8
1156,96.03,123,9
1157,82.94,123,10
1158,99.63,123,11
1159,67.92,123,12
1160,5.18,123,13
1161,36.21,123,14
1162,48.31,123,15
1163,41.12,123,16
1164,41.63,123,17
1165,37.96,123,18
1166,5.35,123,19
1167,72.09,123,20
1168,50.43,123,21
1169,6.48,123,22
1170,39.75,123,23
1171,23.89,123,24
1172,4.70,123,25
1173,2.95,123,27
1174,2.00,123,28
1175,6.00,123,29
1176,9.00,123,30
1177,17.00,123,31
1178,4.00,123,32
1179,2.00,123,33
1180,2.00,123,34
1181,2.00,123,35
1182,6.00,123,36
1183,125.00,123,37
1184,121.00,123,38
1185,156.00,123,39
1186,57.21,123,40
1187,5.80,123,41
1188,5.58,123,42
1189,46.19,124,1
1190,50.31,124,2
1191,22.76,124,3
1192,36.72,124,4
1193,79.99,124,5
1194,54.09,124,6
1195,80.84,124,7
1196,44.84,124,8
1197,76.66,124,9
1198,41.54,124,10
1199,63.81,124,11
1200,20.78,124,12
1201,7.60,124,13
1202,81.68,124,14
1203,82.14,124,15
1204,14.16,124,16
1205,58.93,124,17
1206,77.33,124,18
1207,5.07,124,19
1208,94.00,124,20
1209,38.68,124,21
1210,5.02,124,22
1211,30.70,124,23
1212,10.22,124,24
1213,1.53,124,25
1214,3.67,124,27
1215,5.00,124,28
1216,4.00,124,29
1217,8.00,124,30
1218,16.00,124,31
1219,14.00,124,32
1220,3.00,124,33
1221,1.00,124,34
1222,10.00,124,35
1223,1.00,124,36
1224,206.00,124,37
1225,174.00,124,38
1226,231.00,124,39
1227,14.14,124,40
1228,5.39,124,41
1229,1.90,124,42
1230,33.79,125,1
1231,61.54,125,2
1232,15.99,125,3
1233,33.38,125,4
1234,86.01,125,5
1235,43.64,125,6
1236,62.44,125,7
1237,55.48,125,8
1238,15.16,125,9
1239,35.80,125,10
1240,61.41,125,11
1241,24.47,125,12
1242,5.04,125,13
1243,57.49,125,14
1244,86.61,125,15
1245,98.78,125,16
1246,49.10,125,17
1247,87.91,125,18
1248,6.20,125,19
1249,85.50,125,20
1250,82.32,125,21
1251,5.03,125,22
1252,79.22,125,23
1253,45.10,125,24
1254,4.35,125,25
1255,2.54,125,27
1256,5.00,125,28
1257,4.00,125,29
1258,2.00,125,30
1259,14.00,125,31
1260,4.00,125,32
1261,20.00,125,33
1262,5.00,125,34
1263,6.00,125,35
1264,4.00,125,36
1265,233.00,125,37
1266,240.00,125,38
1267,177.00,125,39
1268,24.90,125,40
1269,5.42,125,41
1270,5.79,125,42
1271,71.08,126,1
1272,26.08,126,2
1273,92.20,126,3
1274,75.50,126,4
1275,91.19,126,5
1276,33.11,126,6
1277,72.71,126,7
1278,96.10,126,8
1279,63.49,126,9
1280,30.44,126,10
1281,55.53,126,11
1282,10.90,126,12
1283,82.66,126,13
1284,87.01,126,14
1285,6.60,126,15
1286,42.60,126,16
1287,43.40,126,17
1288,60.04,126,18
1289,5.53,126,19
1290,58.74,126,20
1291,35.74,126,21
1292,5.12,126,22
1293,64.68,126,23
1294,68.87,126,24
1295,2.70,126,25
1296,2.00,126,27
1297,10.00,126,28
1298,5.00,126,29
1299,2.00,126,30
1300,4.00,126,31
1301,11.00,126,32
1302,9.00,126,33
1303,9.00,126,34
1304,8.00,126,35
1305,8.00,126,36
1306,50.00,126,37
1307,166.00,126,38
1308,75.00,126,39
1309,42.84,126,40
1310,4.64,126,41
1311,5.71,126,42
1312,38.53,127,1
1313,29.95,127,2
1314,58.27,127,3
1315,48.48,127,4
1316,49.64,127,5
1317,23.01,127,6
1318,29.56,127,7
1319,11.34,127,8
1320,62.89,127,9
1321,28.15,127,10
1322,92.88,127,11
1323,59.11,127,12
1324,17.91,127,13
1325,15.31,127,14
1326,4.71,127,15
1327,77.47,127,16
1328,89.86,127,17
1329,71.24,127,18
1330,6.93,127,19
1331,80.74,127,20
1332,34.92,127,21
1333,5.16,127,22
1334,48.73,127,23
1335,92.82,127,24
1336,4.28,127,25
1337,2.86,127,27
1338,2.00,127,28
1339,1.00,127,29
1340,9.00,127,30
1341,9.00,127,31
1342,9.00,127,32
1343,19.00,127,33
1344,8.00,127,34
1345,7.00,127,35
1346,10.00,127,36
1347,249.00,127,37
1348,101.00,127,38
1349,106.00,127,39
1350,1.37,127,40
1351,4.99,127,41
1352,5.49,127,42
1353,40.96,128,1
1354,31.91,128,2
1355,54.24,128,3
1356,16.84,128,4
1357,88.47,128,5
1358,53.89,128,6
1359,12.06,128,7
1360,44.16,128,8
1361,49.56,128,9
1362,5.48,128,10
1363,57.41,128,11
1364,4.87,128,12
1365,15.88,128,13
1366,52.79,128,14
1367,30.64,128,15
1368,18.89,128,16
1369,71.87,128,17
1370,5.58,128,18
1371,6.57,128,19
1372,80.20,128,20
1373,39.19,128,21
1374,5.74,128,22
1375,58.64,128,23
1376,81.80,128,24
1377,3.44,128,25
1378,4.28,128,27
1379,10.00,128,28
1380,4.00,128,29
1381,3.00,128,30
1382,18.00,128,31
1383,8.00,128,32
1384,3.00,128,33
1385,4.00,128,34
1386,0.00,128,35
1387,0.00,128,36
1388,126.00,128,37
1389,169.00,128,38
1390,184.00,128,39
1391,53.93,128,40
1392,3.59,128,41
1393,3.69,128,42
1394,22.58,129,1
1395,87.13,129,2
1396,37.12,129,3
1397,14.07,129,4
1398,67.27,129,5
1399,38.38,129,6
1400,84.42,129,7
1401,89.07,129,8
1402,68.59,129,9
1403,73.16,129,10
1404,80.53,129,11
1405,80.32,129,12
1406,45.79,129,13
1407,58.54,129,14
1408,67.30,129,15
1409,21.16,129,16
1410,45.33,129,17
1411,95.13,129,18
1412,5.36,129,19
1413,45.81,129,20
1414,4.19,129,21
1415,6.67,129,22
1416,90.50,129,23
1417,49.75,129,24
1418,2.58,129,25
1419,2.46,129,27
1420,4.00,129,28
1421,5.00,129,29
1422,4.00,129,30
1423,12.00,129,31
1424,7.00,129,32
1425,12.00,129,33
1426,0.00,129,34
1427,0.00,129,35
1428,0.00,129,36
1429,159.00,129,37
1430,149.00,129,38
1431,192.00,129,39
1432,22.72,129,40
1433,3.18,129,41
1434,1.51,129,42
1435,66.36,130,1
1436,95.59,130,2
1437,58.59,130,3
1438,36.18,130,4
1439,39.89,130,5
1440,28.77,130,6
1441,29.52,130,7
1442,78.27,130,8
1443,95.23,130,9
1444,46.76,130,10
1445,4.00,130,11
1446,32.00,130,12
1447,42.03,130,13
1448,3.59,130,14
1449,74.42,130,15
1450,0.01,130,16
1451,27.31,130,17
1452,94.03,130,18
1453,6.77,130,19
1454,16.17,130,20
1455,50.67,130,21
1456,6.14,130,22
1457,18.70,130,23
1458,92.79,130,24
1459,4.91,130,25
1460,3.65,130,27
1461,1.00,130,28
1462,10.00,130,29
1463,9.00,130,30
1464,4.00,130,31
1465,8.00,130,32
1466,17.00,130,33
1467,0.00,130,34
1468,0.00,130,35
1469,0.00,130,36
1470,148.00,130,37
1471,135.00,130,38
1472,231.00,130,39
1473,24.40,130,40
1474,1.63,130,41
1475,2.71,130,42
1476,87.47,131,1
1477,91.32,131,2
1478,69.69,131,3
1479,47.08,131,4
1480,8.20,131,5
1481,21.01,131,6
1482,9.89,131,7
1483,50.63,131,8
1484,82.64,131,9
1485,63.10,131,10
1486,22.35,131,11
1487,39.93,131,12
1488,83.28,131,13
1489,96.24,131,14
1490,21.24,131,15
1491,52.71,131,16
1492,89.01,131,17
1493,16.58,131,18
1494,6.56,131,19
1495,81.34,131,20
1496,43.94,131,21
1497,6.58,131,22
1498,37.01,131,23
1499,27.46,131,24
1500,4.17,131,25
1501,5.05,131,27
1502,6.00,131,28
1503,1.00,131,29
1504,1.00,131,30
1505,4.00,131,31
1506,4.00,131,32
1507,5.00,131,33
1508,0.00,131,34
1509,0.00,131,35
1510,0.00,131,36
1511,230.00,131,37
1512,196.00,131,38
1513,204.00,131,39
1514,52.16,131,40
1515,5.00,131,41
1516,2.23,131,42
1517,30.48,132,1
1518,8.29,132,2
1519,69.51,132,3
1520,61.50,132,4
1521,95.38,132,5
1522,25.22,132,6
1523,15.66,132,7
1524,90.58,132,8
1525,7.84,132,9
1526,62.98,132,10
1527,36.19,132,11
1528,99.61,132,12
1529,1.01,132,13
1530,70.67,132,14
1531,48.36,132,15
1532,15.90,132,16
1533,70.95,132,17
1534,74.55,132,18
1535,5.23,132,19
1536,76.87,132,20
1537,27.57,132,21
1538,5.79,132,22
1539,94.31,132,23
1540,15.47,132,24
1541,4.54,132,25
1542,1.99,132,27
1543,9.00,132,28
1544,5.00,132,29
1545,6.00,132,30
1546,4.00,132,31
1547,6.00,132,32
1548,14.00,132,33
1549,0.00,132,34
1550,0.00,132,35
1551,0.00,132,36
1552,58.00,132,37
1553,85.00,132,38
1554,133.00,132,39
1555,22.26,132,40
1556,1.24,132,41
1557,2.44,132,42
1558,1.07,133,1
1559,39.95,133,2
1560,83.10,133,3
1561,24.42,133,4
1562,19.55,133,5
1563,7.56,133,6
1564,98.39,133,7
1565,37.24,133,8
1566,5.98,133,9
1567,58.51,133,10
1568,26.22,133,11
1569,68.85,133,12
1570,58.51,133,13
1571,31.94,133,14
1572,19.60,133,15
1573,19.64,133,16
1574,16.06,133,17
1575,48.58,133,18
1576,5.10,133,19
1577,10.73,133,20
1578,41.76,133,21
1579,6.43,133,22
1580,22.94,133,23
1581,10.95,133,24
1582,1.75,133,25
1583,5.67,133,27
1584,6.00,133,28
1585,9.00,133,29
1586,10.00,133,30
1587,3.00,133,31
1588,11.00,133,32
1589,16.00,133,33
1590,0.00,133,34
1591,0.00,133,35
1592,0.00,133,36
1593,79.00,133,37
1594,206.00,133,38
1595,90.00,133,39
1596,80.54,133,40
1597,5.54,133,41
1598,2.29,133,42
1599,81.58,134,1
1600,77.02,134,2
1601,30.04,134,3
1602,70.31,134,4
1603,96.32,134,5
1604,59.80,134,6
1605,26.00,134,7
1606,2.11,134,8
1607,70.39,134,9
1608,56.87,134,10
1609,70.28,134,11
1610,30.85,134,12
1611,85.30,134,13
1612,51.39,134,14
1613,32.68,134,15
1614,49.13,134,16
1615,44.16,134,17
1616,12.75,134,18
1617,6.65,134,19
1618,55.23,134,20
1619,52.73,134,21
1620,5.06,134,22
1621,98.86,134,23
1622,11.14,134,24
1623,4.08,134,25
1624,3.26,134,27
1625,2.00,134,28
1626,2.00,134,29
1627,8.00,134,30
1628,3.00,134,31
1629,19.00,134,32
1630,3.00,134,33
1631,0.00,134,34
1632,0.00,134,35
1633,0.00,134,36
1634,136.00,134,37
1635,54.00,134,38
1636,199.00,134,39
1637,46.33,134,40
1638,1.40,134,41
1639,4.06,134,42
1640,21.89,135,1
1641,79.78,135,2
1642,73.55,135,3
1643,0.98,135,4
1644,20.98,135,5
1645,99.42,135,6
1646,64.32,135,7
1647,63.47,135,8
1648,72.36,135,9
1649,57.62,135,10
1650,16.99,135,11
1651,50.44,135,12
1652,75.72,135,13
1653,91.81,135,14
1654,41.23,135,15
1655,41.67,135,16
1656,35.50,135,17
1657,42.45,135,18
1658,6.18,135,19
1659,61.30,135,20
1660,56.31,135,21
1661,5.48,135,22
1662,29.61,135,23
1663,73.24,135,24
1664,5.10,135,25
1665,5.85,135,27
1666,2.00,135,28
1667,1.00,135,29
1668,8.00,135,30
1669,7.00,135,31
1670,6.00,135,32
1671,7.00,135,33
1672,0.00,135,34
1673,0.00,135,35
1674,0.00,135,36
1675,225.00,135,37
1676,72.00,135,38
1677,204.00,135,39
1678,3.29,135,40
1679,5.83,135,41
1680,2.05,135,42
1681,25.61,136,1
1682,79.49,136,2
1683,59.94,136,3
1684,45.62,136,4
1685,76.81,136,5
1686,75.91,136,6
1687,2.22,136,7
1688,89.67,136,8
1689,6.57,136,9
1690,73.20,136,10
1691,12.29,136,11
1692,89.23,136,12
1693,89.13,136,13
1694,92.49,136,14
1695,14.24,136,15
1696,57.71,136,16
1697,77.38,136,17
1698,86.51,136,18
1699,6.45,136,19
1700,92.92,136,20
1701,77.08,136,21
1702,6.41,136,22
1703,42.98,136,23
1704,85.86,136,24
1705,3.09,136,25
1706,5.20,136,27
1707,1.00,136,28
1708,1.00,136,29
1709,2.00,136,30
1710,17.00,136,31
1711,20.00,136,32
1712,16.00,136,33
1713,0.00,136,34
1714,0.00,136,35
1715,0.00,136,36
1716,165.00,136,37
1717,160.00,136,38
1718,101.00,136,39
1719,72.00,136,40
1720,5.19,136,41
1721,4.67,136,42
1722,63.50,137,1
1723,89.65,137,2
1724,16.27,137,3
1725,29.25,137,4
1726,42.16,137,5
1727,97.85,137,6
1728,73.37,137,7
1729,15.90,137,8
1730,84.17,137,9
1731,7.91,137,10
1732,94.32,137,11
1733,84.22,137,12
1734,46.83,137,13
1735,77.22,137,14
1736,29.99,137,15
1737,2.31,137,16
1738,42.23,137,17
1739,21.56,137,18
1740,6.30,137,19
1741,97.26,137,20
1742,74.79,137,21
1743,6.10,137,22
1744,6.63,137,23
1745,41.63,137,24
1746,5.54,137,25
1747,1.65,137,27
1748,5.00,137,28
1749,5.00,137,29
1750,9.00,137,30
1751,13.00,137,31
1752,5.00,137,32
1753,19.00,137,33
1754,0.00,137,34
1755,0.00,137,35
1756,6.00,137,36
1757,110.00,137,37
1758,104.00,137,38
1759,111.00,137,39
1760,54.37,137,40
1761,3.04,137,41
1762,3.66,137,42
1763,71.28,138,1
1764,54.37,138,2
1765,22.40,138,3
1766,9.24,138,4
1767,13.47,138,5
1768,14.49,138,6
1769,98.80,138,7
1770,8.55,138,8
1771,26.35,138,9
1772,95.11,138,10
1773,15.40,138,11
1774,30.23,138,12
1775,74.79,138,13
1776,83.27,138,14
1777,56.20,138,15
1778,90.03,138,16
1779,2.26,138,17
1780,5.77,138,18
1781,6.00,138,19
1782,22.64,138,20
1783,72.73,138,21
1784,6.17,138,22
1785,95.11,138,23
1786,66.07,138,24
1787,5.26,138,25
1788,3.78,138,27
1789,7.00,138,28
1790,3.00,138,29
1791,10.00,138,30
1792,14.00,138,31
1793,4.00,138,32
1794,10.00,138,33
1795,3.00,138,34
1796,7.00,138,35
1797,4.00,138,36
1798,129.00,138,37
1799,154.00,138,38
1800,54.00,138,39
1801,77.74,138,40
1802,4.68,138,41
1803,4.49,138,42
1804,26.64,139,1
1805,40.02,139,2
1806,99.24,139,3
1807,27.36,139,4
1808,6.81,139,5
1809,23.66,139,6
1810,79.83,139,7
1811,88.87,139,8
1812,8.18,139,9
1813,85.89,139,10
1814,89.81,139,11
1815,25.11,139,12
1816,79.26,139,13
1817,61.35,139,14
1818,43.19,139,15
1819,64.24,139,16
1820,12.08,139,17
1821,45.06,139,18
1822,6.58,139,19
1823,22.26,139,20
1824,7.21,139,21
1825,5.73,139,22
1826,95.98,139,23
1827,40.23,139,24
1828,3.84,139,25
1829,4.76,139,27
1830,10.00,139,28
1831,10.00,139,29
1832,6.00,139,30
1833,6.00,139,31
1834,4.00,139,32
1835,2.00,139,33
1836,2.00,139,34
1837,2.00,139,35
1838,1.00,139,36
1839,243.00,139,37
1840,174.00,139,38
1841,59.00,139,39
1842,32.36,139,40
1843,3.44,139,41
1844,1.60,139,42
1845,8.82,140,1
1846,35.14,140,2
1847,6.36,140,3
1848,75.69,140,4
1849,87.95,140,5
1850,98.92,140,6
1851,23.73,140,7
1852,5.78,140,8
1853,70.48,140,9
1854,32.71,140,10
1855,1.00,140,11
1856,79.37,140,12
1857,12.69,140,13
1858,28.73,140,14
1859,7.81,140,15
1860,56.73,140,16
1861,84.58,140,17
1862,76.38,140,18
1863,5.15,140,19
1864,9.26,140,20
1865,60.40,140,21
1866,5.45,140,22
1867,4.08,140,23
1868,83.14,140,24
1869,1.38,140,25
1870,1.29,140,27
1871,8.00,140,28
1872,8.00,140,29
1873,9.00,140,30
1874,2.00,140,31
1875,6.00,140,32
1876,1.00,140,33
1877,4.00,140,34
1878,5.00,140,35
1879,9.00,140,36
1880,70.00,140,37
1881,126.00,140,38
1882,103.00,140,39
1883,54.27,140,40
1884,1.95,140,41
1885,5.65,140,42
1886,54.59,141,1
1887,66.41,141,2
1888,39.57,141,3
1889,32.97,141,4
1890,79.81,141,5
1891,75.17,141,6
1892,34.00,141,7
1893,13.50,141,8
1894,88.39,141,9
1895,48.03,141,10
1896,37.32,141,11
1897,64.82,141,12
1898,42.05,141,13
1899,89.83,141,14
1900,81.03,141,15
1901,66.48,141,16
1902,0.40,141,17
1903,26.93,141,18
1904,6.48,141,19
1905,93.94,141,20
1906,45.22,141,21
1907,6.16,141,22
1908,16.68,141,23
1909,67.88,141,24
1910,5.82,141,25
1911,3.12,141,27
1912,8.00,141,28
1913,3.00,141,29
1914,1.00,141,30
1915,20.00,141,31
1916,15.00,141,32
1917,11.00,141,33
1918,3.00,141,34
1919,4.00,141,35
1920,2.00,141,36
1921,235.00,141,37
1922,241.00,141,38
1923,123.00,141,39
1924,4.35,141,40
